,speciesType,tissueType,UberonOntologyID,cancerType,cellType,cellName,CellOntologyID,cellMarker,geneSymbol,geneID,proteinName,proteinID,markerResource,PMID,Company
1759,Human,Intervertebral disc,UBERON_0001066,Normal,Normal cell,Nucleus pulposus cell,CL_0002564,"FOXF1, PAX1","FOXF1, PAX1","2294, 5075","FOXF1, PAX1","Q12946, P15863",Experiment,20722018,
1760,Human,Intervertebral disc,UBERON_0001066,Normal,Normal cell,Macrophage,CL_0000235,CD68,CD68,968,CD68,P34810,Experiment,18673547,
1761,Human,Intervertebral disc,UBERON_0001066,Normal,Normal cell,Schwann cell,CL_0002573,GFAP,GFAP,2670,GFAP,P14136,Experiment,11725235,
1762,Human,Intervertebral disc,UBERON_0001066,Normal,Normal cell,Endothelial cell,CL_0000115,CD34,CD34,947,CD34,P28906,Experiment,22588384,
1763,Human,Intervertebral disc,UBERON_0001066,Normal,Normal cell,Endothelial cell,CL_0000115,CD31,PECAM1,5175,PECA1,P16284,Experiment,21504791,
1764,Human,Intervertebral disc,UBERON_0001066,Normal,Normal cell,Endothelial cell,CL_0000115,CD31,PECAM1,5175,PECA1,P16284,Experiment,16947015,
1765,Human,Intervertebral disc,UBERON_0001066,Normal,Normal cell,Endothelial cell,CL_0000115,"LYVE-1, Podoplanin","LYVE1, PDPN","10894, 10630","LYVE1, PDPN","Q9Y5Y7, Q86YL7",Experiment,19727710,
1766,Human,Epithelium,UBERON_0000483,Normal,Normal cell,Basal cell,CL_0000646,TAZ,TAZ,6901,TAZ,Q16635,Experiment,28408625,
1767,Human,Epithelium,UBERON_0000483,Normal,Normal cell,Basal cell,CL_0000646,CD151,CD151,977,CD151,P48509,Experiment,17008423,
1768,Human,Epithelium,UBERON_0000483,Normal,Normal cell,Basal cell,CL_0000646,Cytokeratin-5,KRT5,3852,K2C5,P13647,Experiment,15280928,
1769,Human,Nerve,UBERON_0001021,Normal,Normal cell,Glial cell,CL_0000125,S100,S100 family,S100 family,S100 family,S100 family,Experiment,12573376,
1770,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,DCLK1,DCLK1,9201,DCLK1,O15075,Experiment,29254234,
1771,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,"CD133, CD44, NANOG, OCT3/4","PROM1, CD44, NANOG, POU5F1","8842, 960, 79923, 5460","PROM1, CD44, NANOG, PO5F1","O43490, P16070, Q9H9S0, Q01860",Experiment,27806848,
1772,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,"CD166, CD24, CD44","ALCAM, CD24, CD44","214, 100133941, 960","CD166, CD24, CD44","Q13740, P25063, P16070",Experiment,27789195,
1773,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,26442717,
1774,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,"CD44, CD133, LGR5, SOX2","CD44, PROM1, LGR5, SOX2","960, 8842, 8549, 6657","CD44, PROM1, LGR5, SOX2","P16070, O43490, O75473, P48431",Experiment,26261008,
1775,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,"CD133, CD44","PROM1, CD44","8842, 960","PROM1, CD44","O43490, P16070",Experiment,25625240,
1776,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,25452936,
1777,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,24339132,
1778,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,23508981,
1779,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD44,CD44,960,CD44,P16070,Experiment,23318432,
1780,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,23216926,
1781,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,23174722,
1782,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,23161081,
1783,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD66c,CEACAM6,4680,CEAM6,P40199,Experiment,23027178,
1784,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,22995320,
1785,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,"CD133, CD44","PROM1, CD44","8842, 960","PROM1, CD44","O43490, P16070",Experiment,22969042,
1786,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,22964035,
1787,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1,8842,PROM1,O43490,Experiment,22246526,
1788,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,CD166,ALCAM,214,CD166,Q13740,Experiment,20826154,
1789,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,"ALDH1, CD133, CD166, CD44, EpCAM","ALDH1A1, PROM1, ALCAM, CD44, EPCAM","216, 8842, 214, 960, 4072","AL1A1, PROM1, CD166, CD44, EPCAM","P00352, O43490, Q13740, P16070, P16422",Experiment,20606680,
1790,Human,Colorectum,UBERON_0012652,Colorectum Cancer,Cancer cell,Cancer stem cell,,"CD133, CD166, CD44","PROM1, ALCAM, CD44","8842, 214, 960","PROM1, CD166, CD44","O43490, Q13740, P16070",Experiment,19626493,
1791,Human,Artery,UBERON_0001637,Normal,Normal cell,T cell,CL_0000084,CD3,"[CD3D, CD3E, CD3G]","[915, 916, 917]","[CD3D, CD3E, CD3G]","[P04234, P07766, P09693]",Experiment,29618649,
1792,Human,Artery,UBERON_0001637,Normal,Normal cell,T cell,CL_0000084,"CD25, CD3, CD4, CD8","IL2RA, [CD3D, CD3E, CD3G], CD4, CD8A","3559, [915, 916, 917], 920, 925","IL2RA, [CD3D, CD3E, CD3G], CD4, CD8A","P01589, [P04234, P07766, P09693], P01730, P01732",Experiment,23615645,
1793,Human,Artery,UBERON_0001637,Normal,Normal cell,T cell,CL_0000084,CD3,"[CD3D, CD3E, CD3G]","[915, 916, 917]","[CD3D, CD3E, CD3G]","[P04234, P07766, P09693]",Experiment,17420787,
1794,Human,Artery,UBERON_0001637,Normal,Normal cell,Macrophage,CL_0000235,CD68,CD68,968,CD68,P34810,Experiment,19717636,
1795,Human,Artery,UBERON_0001637,Normal,Normal cell,Macrophage,CL_0000235,CD68,CD68,968,CD68,P34810,Experiment,17420787,
1796,Human,Skin,UBERON_0002097,Normal,Normal cell,Keratinocyte,CL_0000312,CK14,KRT14,3861,K1C14,P02533,Experiment,27496193,
1797,Human,Skin,UBERON_0002097,Normal,Normal cell,Keratinocyte,CL_0000312,"Integrin beta-1, K19, K5, K8","ITGB1, KRT19, KRT5, KRT8","3688, 3880, 3852, 3856","ITB1, K1C19, K2C5, K2C8","P05556, P08727, P13647, P05787",Experiment,26698261,
1798,Human,Skin,UBERON_0002097,Normal,Normal cell,Keratinocyte,CL_0000312,CK14,KRT14,3861,K1C14,P02533,Experiment,19478389,
1799,Human,Skin,UBERON_0002097,Normal,Normal cell,Keratinocyte,CL_0000312,SPRR2A,SPRR2A,6700,SPR2A,P35326,Experiment,12624109,
1800,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteocyte,CL_0000137,CX43,GJA1,2697,CXA1,P17302,Experiment,27673573,
1801,Human,Bone,UBERON_0002481,Osteosarcoma,Cancer cell,Osteocyte,CL_0000137,SOST,SOST,50964,SOST,Q9BQB4,Experiment,26896083,
1802,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteocyte,CL_0000137,DMP1,DMP1,1758,DMP1,Q13316,Experiment,23559304,
1803,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteocyte,CL_0000137,SOST,SOST,50964,SOST,Q9BQB4,Experiment,23529217,
1804,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteocyte,CL_0000137,"DMP1, E11","DMP1, NA","1758, NA","DMP1, NA","Q13316, NA",Experiment,20934405,
1805,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteocyte,CL_0000137,SOST,SOST,50964,SOST,Q9BQB4,Experiment,20074973,
1806,Human,Bone,UBERON_0002481,Normal,Normal cell,Progenitor cell,,"CD105, CD44, CD73, CD90, STRO-1","ENG, CD44, NT5E, THY1, NA","2022, 960, 4907, 7070, NA","EGLN, CD44, 5NTD, THY1, NA","P17813, P16070, P21589, P04216, NA",Experiment,27585588,
1807,Human,Bone,UBERON_0002481,Normal,Normal cell,Epithelial cell,CL_0000066,CD105,ENG,2022,EGLN,P17813,Experiment,19181633,
1808,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteoclast,CL_0000092,SOFAT,THNSL2,55258,THNS2,Q86YJ6,Experiment,29489507,
1809,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteoclast,CL_0000092,"CTSK, RANK, TRAP","CTSK, TNFRSF11A, CD40LG","1513, 8792, 959","CATK, TNR11, CD40L","P43235, Q9Y6Q6, P29965",Experiment,28223547,
1810,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteoclast,CL_0000092,"CTR, CTSK, TRAP","CALCR, CTSK, CD40LG","799, 1513, 959","CALCR, CATK, CD40L","P30988, P43235, P29965",Experiment,25809599,
1811,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteoclast,CL_0000092,"CTSK, TRAP","CTSK, CD40LG","1513, 959","CATK, CD40L","P43235, P29965",Experiment,17698421,
1812,Human,Bone,UBERON_0002481,Normal,Normal cell,Osteoclast,CL_0000092,"CTR, TRAP","CALCR, CD40LG","799, 959","CALCR, CD40L","P30988, P29965",Experiment,11426018,
1813,Human,Bone,UBERON_0002481,Normal,Normal cell,Mesenchymal stem cell,CL_0000134,"CD105, CD29, CD90","ENG, ITGB1, THY1","2022, 3688, 7070","EGLN, ITB1, THY1","P17813, P05556, P04216",Experiment,29731830,
1814,Human,Bone,UBERON_0002481,Normal,Normal cell,Stem cell,CL_0000034,"Bone sialoprotein, OSX, RUNX2","IBSP, OSX, RUNX2","3381, 121340, 860","SIAL, SP7, RUNX2","P21815, Q8TDD2, Q13950",Experiment,29520937,
1815,Human,Bone,UBERON_0002481,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD90","ENG, THY1","2022, 7070","EGLN, THY1","P17813, P04216",Experiment,29313037,
1816,Human,Bone,UBERON_0002481,Normal,Normal cell,Stem cell,CL_0000034,"CD73, CD90","NT5E, THY1","4907, 7070","5NTD, THY1","P21589, P04216",Experiment,24127887,
1817,Human,Bone,UBERON_0002481,Normal,Normal cell,Stem cell,CL_0000034,"CD146, CD34, CD45, STRO-1","MCAM, CD34, PTPRC, NA","4162, 947, 5788, NA","MUC18, CD34, PTPRC, NA","P43121, P28906, P08575, NA",Experiment,21227403,
1818,Human,Bone marrow,UBERON_0002371,Normal,Normal cell,Mesenchymal stem cell,CL_0000134,"CD105, CD73, CD90","ENG, NT5E, THY1","2022, 4907, 7070","EGLN, 5NTD, THY1","P17813, P21589, P04216",Experiment,19796241,
1819,Human,Bone marrow,UBERON_0002371,Normal,Normal cell,Mesenchymal stem cell,CL_0000134,"CD105, CD73, CD90","ENG, NT5E, THY1","2022, 4907, 7070","EGLN, 5NTD, THY1","P17813, P21589, P04216",Experiment,29078802,
1820,Human,Bone marrow,UBERON_0002371,Normal,Normal cell,Mesenchymal stem cell,CL_0000134,CD105,ENG,2022,EGLN,P17813,Experiment,26687821,
1821,Human,Bone marrow,UBERON_0002371,Normal,Normal cell,Mesenchymal stem cell,CL_0000134,"CD105, CD73, CD90, STRO-1","ENG, NT5E, THY1, NA","2022, 4907, 7070, NA","EGLN, 5NTD, THY1, NA","P17813, P21589, P04216, NA",Experiment,24170370,
1822,Human,Eye,UBERON_0000970,Normal,Normal cell,Endothelial cell,CL_0000115,CD31,PECAM1,5175,PECA1,P16284,Experiment,25637870,
1823,Human,Cornea,UBERON_0000964,Normal,Normal cell,Endothelial cell,CL_0000115,LGR5,LGR5,8549,LGR5,O75473,Experiment,23553870,
1824,Human,Cornea,UBERON_0000964,Normal,Normal cell,Epithelial cell,CL_0000066,Keratin-3,KRT3,3850,K2C3,P12035,Experiment,23067315,
1825,Human,Corneal epithelium,UBERON_0001772,Normal,Normal cell,Progenitor cell,,"Integrin beta-1, P63","ITGB1, TP63","3688, 8626","ITB1, P63","P05556, Q9H3D4",Experiment,20844981,
1826,Human,Eye,UBERON_0000970,Normal,Normal cell,Stem cell,CL_0000034,"deltaNp63, SOX2","CSF2RA, SOX2","1438, 6657","CSF2R, SOX2","P15509, P48431",Experiment,24174130,
1827,Human,Eye,UBERON_0000970,Normal,Normal cell,Stem cell,CL_0000034,"CD133, CD34, CD44, CD90, NANOG, OCT3/4, SOX2, SSEA-4","PROM1, CD34, CD44, THY1, NANOG, POU5F1, SOX2, NA","8842, 947, 960, 7070, 79923, 5460, 6657, NA","PROM1, CD34, CD44, THY1, NANOG, PO5F1, SOX2, NA","O43490, P28906, P16070, P04216, Q9H9S0, Q01860, P48431, NA",Experiment,23529306,
1828,Human,Lacrimal gland,UBERON_0001817,Normal,Normal cell,Stem cell,CL_0000034,ABCG2,ABCG2,9429,ABCG2,Q9UNQ0,Experiment,22253725,
1829,Human,Eye,UBERON_0000970,Normal,Normal cell,Stem cell,CL_0000034,NOTCH1,NOTCH1,4851,NOTC1,P46531,Experiment,17392684,
1830,Human,Limbal epithelium,UBERON_0001772,Normal,Normal cell,Stem cell,CL_0000034,ABCG2,ABCG2,9429,ABCG2,Q9UNQ0,Experiment,22322201,
1831,Human,Eye,UBERON_0000970,Normal,Normal cell,T cell,CL_0000084,"CD25, CD69","IL2RA, CD69","3559, 969","IL2RA, CD69","P01589, Q07108",Experiment,15037117,
1832,Human,Deciduous tooth,UBERON_0007115,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD44, CD73, CD90","ENG, CD44, NT5E, THY1","2022, 960, 4907, 7070","EGLN, CD44, 5NTD, THY1","P17813, P16070, P21589, P04216",Experiment,27883224,
1833,Human,Deciduous tooth,UBERON_0007115,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD29, CD90","ENG, ITGB1, THY1","2022, 3688, 7070","EGLN, ITB1, THY1","P17813, P05556, P04216",Experiment,19410081,
1834,Human,Molar,UBERON_0003655,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD29, CD90","ENG, ITGB1, THY1","2022, 3688, 7070","EGLN, ITB1, THY1","P17813, P05556, P04216",Experiment,21518005,
1835,Human,Molar,UBERON_0003655,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD29, CD90","ENG, ITGB1, THY1","2022, 3688, 7070","EGLN, ITB1, THY1","P17813, P05556, P04216",Experiment,19410081,
1836,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD146, CD31, CD45, CD90","ENG, MCAM, PECAM1, PTPRC, THY1","2022, 4162, 5175, 5788, 7070","EGLN, MUC18, PECA1, PTPRC, THY1","P17813, P43121, P16284, P08575, P04216",Experiment,29779281,
1837,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"CD140a, CD146, CD271, CD51, STRO-1","PDGFRA, MCAM, NGFR, ITGAV, NA","5156, 4162, 4804, 3685, NA","PGFRA, MUC18, TNR16, ITAV, NA","P16234, P43121, P08138, P06756, NA",Experiment,26674423,
1838,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"CD146, CD166, CD44, CD73, CD90","MCAM, ALCAM, CD44, NT5E, THY1","4162, 214, 960, 4907, 7070","MUC18, CD166, CD44, 5NTD, THY1","P43121, Q13740, P16070, P21589, P04216",Experiment,25355399,
1839,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD146, CD29, CD90, STRO-1","ENG, MCAM, ITGB1, THY1, NA","2022, 4162, 3688, 7070, NA","EGLN, MUC18, ITB1, THY1, NA","P17813, P43121, P05556, P04216, NA",Experiment,24824581,
1840,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"CD44, CD73, CD90","CD44, NT5E, THY1","960, 4907, 7070","CD44, 5NTD, THY1","P16070, P21589, P04216",Experiment,24719182,
1841,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"E-cadherin, NANOG, OCT3/4","CDH1, NANOG, POU5F1","999, 79923, 5460","CADH1, NANOG, PO5F1","P12830, Q9H9S0, Q01860",Experiment,24380401,
1842,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"SSEA-4, STRO-1","NA, NA","NA, NA","NA, NA","NA, NA",Experiment,24370188,
1843,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"CD44, CD90, Vimentin","CD44, THY1, VIM","960, 7070, 7431","CD44, THY1, VIME","P16070, P04216, P08670",Experiment,23661377,
1844,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"Musashi-1, Nestin, OCT3/4, SOX2","MSI1, NES, POU5F1, SOX2","4440, 10763, 5460, 6657","MSI1H, NEST, PO5F1, SOX2","O43347, P48681, Q01860, P48431",Experiment,23043788,
1845,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD146, STRO-1","ENG, MCAM, NA","2022, 4162, NA","EGLN, MUC18, NA","P17813, P43121, NA",Experiment,22813220,
1846,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"KLF4, NANOG, OCT3/4, SOX2","KLF4, NANOG, POU5F1, SOX2","9314, 79923, 5460, 6657","KLF4, NANOG, PO5F1, SOX2","O43474, Q9H9S0, Q01860, P48431",Experiment,19903001,
1847,Human,Periodontal ligament,UBERON_0008266,Normal,Normal cell,Stem cell,CL_0000034,"CD146, CD44, STRO-1","MCAM, CD44, NA","4162, 960, NA","MUC18, CD44, NA","P43121, P16070, NA",Experiment,18624941,
1848,Human,Dental pulp,UBERON_0001754,Normal,Normal cell,Stem cell,CL_0000034,"NANOG, OCT3/4, SOX2","NANOG, POU5F1, SOX2","79923, 5460, 6657","NANOG, PO5F1, SOX2","Q9H9S0, Q01860, P48431",Experiment,29635697,
1849,Human,Dental pulp,UBERON_0001754,Normal,Normal cell,Stem cell,CL_0000034,CD105,ENG,2022,EGLN,P17813,Experiment,26334535,
1850,Human,Dental pulp,UBERON_0001754,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD166, CD73, CD90, STRO-1","ENG, ALCAM, NT5E, THY1, NA","2022, 214, 4907, 7070, NA","EGLN, CD166, 5NTD, THY1, NA","P17813, Q13740, P21589, P04216, NA",Experiment,26166508,
1851,Human,Dental pulp,UBERON_0001754,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD146, CD166, CD44, CD73, CD90, STRO-1, Vimentin","ENG, MCAM, ALCAM, CD44, NT5E, THY1, NA, VIM","2022, 4162, 214, 960, 4907, 7070, NA, 7431","EGLN, MUC18, CD166, CD44, 5NTD, THY1, NA, VIME","P17813, P43121, Q13740, P16070, P21589, P04216, NA, P08670",Experiment,24748292,
1852,Human,Dental pulp,UBERON_0001754,Normal,Normal cell,Stem cell,CL_0000034,"CD105, CD166, CD29, CD73, CD90","ENG, ALCAM, ITGB1, NT5E, THY1","2022, 214, 3688, 4907, 7070","EGLN, CD166, ITB1, 5NTD, THY1","P17813, Q13740, P05556, P21589, P04216",Experiment,23228254,
1853,Human,Dental pulp,UBERON_0001754,Normal,Normal cell,Stem cell,CL_0000034,"CD146, CD34, CD45, STRO-1","MCAM, CD34, PTPRC, NA","4162, 947, 5788, NA","MUC18, CD34, PTPRC, NA","P43121, P28906, P08575, NA",Experiment,21227403,
1854,Human,Dental pulp,UBERON_0001754,Normal,Normal cell,Stem cell,CL_0000034,"Nestin, Nucleostemin, SOX2","NES, GNL3, SOX2","10763, 26354, 6657","NEST, GNL3, SOX2","P48681, Q9BVP2, P48431",Experiment,20976265,
1855,Human,Blood,UBERON_0000178,Normal,Normal cell,Monocyte,CL_0000576,CD163,CD163,9332,C163A,Q86VB7,Experiment,21726210,
1856,Human,Blood,UBERON_0000178,Normal,Normal cell,Monocyte,CL_0000576,EMMPRIN,BSG,682,BASI,P35613,Experiment,25824988,
1857,Human,Peripheral blood,UBERON_0005408,Normal,Normal cell,Activated B cell,CL_0000236,TAGLN2,TAGLN2,8407,TAGL2,P37802,Experiment,28910360,
1858,Human,Peripheral blood,UBERON_0005408,Normal,Normal cell,B cell,CL_0000236,CD19,CD19,930,CD19,P15391,Experiment,27018867,
1859,Human,Peripheral blood,UBERON_0005408,Normal,Normal cell,Activated B cell,CL_0000236,CD5,CD5,921,CD5,P06127,Experiment,2474446,
1860,Human,Blood,UBERON_0000178,Normal,Normal cell,Dendritic cell,CL_0000451,CLEC9A,CLEC9A,283420,CLC9A,Q6UXN8,Experiment,18669894,
1861,Human,Peripheral blood,UBERON_0005408,Normal,Normal cell,Dendritic cell,CL_0000451,CD11c,ITGAX,3687,ITAX,P20702,Experiment,16783164,
1862,Human,Blood,UBERON_0000178,Normal,Normal cell,Dendritic cell,CL_0000451,CD83,CD83,9308,CD83,Q01151,Experiment,9091299,
1863,Human,Blood,UBERON_0000178,Normal,Normal cell,Plasmacytoid dendritic cell,CL_0000784,"BDCA2, CD123","CLEC4C, IL3RA","170482, 3563","CLC4C, IL3RA","Q8WTT0, P26951",Experiment,20888334,
1864,Human,Blood,UBERON_0000178,Normal,Normal cell,Myeloid dendritic cell,CL_0000782,"BDCA1, CD11c","CD1C, ITGAX","911, 3687","CD1C, ITAX","P29017, P20702",Experiment,20888334,
1865,Human,Blood,UBERON_0000178,Normal,Normal cell,Dendritic cell,CL_0000451,CD83,CD83,9308,CD83,Q01151,Experiment,7706722,
1866,Human,Blood,UBERON_0000178,Normal,Normal cell,Endothelial cell,CL_0000115,Raftlin,RFTN1,23180,RFTN1,Q14699,Experiment,24317805,
1867,Human,Peripheral blood,UBERON_0005408,Normal,Normal cell,Leukocyte,CL_0000738,CD45,PTPRC,5788,PTPRC,P08575,Experiment,23691024,
1868,Human,Peripheral blood,UBERON_0005408,Normal,Normal cell,Leukocyte,CL_0000738,Ly-9,LY9,4063,LY9,Q9HBG7,Experiment,11369645,
1869,Human,Peripheral blood,UBERON_0005408,Normal,Normal cell,Leukocyte,CL_0000738,CD45,PTPRC,5788,PTPRC,P08575,Experiment,14507897,
1870,Human,Tongue,UBERON_0001723,Tongue Cancer,Cancer cell,Cancer stem cell,,"ABCG2, CD44v6","ABCG2, CD44","9429, 960","ABCG2, CD44","Q9UNQ0, P16070",Experiment,24504189,
1871,Human,Thyroid,UBERON_0002046,Papillary Thyroid Carcinoma,Cancer cell,Cancer stem cell,,"ALDH1, CD133, CD24, CD44","ALDH1A1, PROM1, CD24, CD44","216, 8842, 100133941, 960","AL1A1, PROM1, CD24, CD44","P00352, O43490, P25063, P16070",Experiment,28687160,
1872,Human,Liver,UBERON_0002107,Normal,Normal cell,Dendritic cell,CL_0000451,"CD11c, CD80, CD83","ITGAX, CD80, CD83","3687, 941, 9308","ITAX, CD80, CD83","P20702, P33681, Q01151",Experiment,11929763,
1873,Human,Liver,UBERON_0002107,Normal,Normal cell,Dendritic cell,CL_0000451,"CD11c, CD123, CD14","ITGAX, IL3RA, CD14","3687, 3563, 929","ITAX, IL3RA, CD14","P20702, P26951, P08571",Experiment,16310277,
1874,Human,Liver,UBERON_0002107,Normal,Normal cell,Dendritic cell,CL_0000451,CD68,CD68,968,CD68,P34810,Experiment,11798177,
1875,Human,Liver,UBERON_0002107,Normal,Normal cell,Endothelial cell,CL_0000115,CD31,PECAM1,5175,PECA1,P16284,Experiment,29527264,
1876,Human,Liver,UBERON_0002107,Normal,Normal cell,Endothelial cell,CL_0000115,CD31,PECAM1,5175,PECA1,P16284,Experiment,25447507,
1877,Human,Liver,UBERON_0002107,Normal,Normal cell,Endothelial cell,CL_0000115,VWF,VWF,7450,VWF,P04275,Experiment,18300343,
1878,Human,Liver,UBERON_0002107,Normal,Normal cell,Endothelial cell,CL_0000115,CD31,PECAM1,5175,PECA1,P16284,Experiment,18225592,
1879,Human,Liver,UBERON_0002107,Normal,Normal cell,Endothelial cell,CL_0000115,CD34,CD34,947,CD34,P28906,Experiment,16234507,
1880,Human,Liver,UBERON_0002107,Normal,Normal cell,Endothelial cell,CL_0000115,"CD31, HARE","PECAM1, STAB2","5175, 5576","PECA1, STAB2","P16284, Q8WWQ8",Experiment,11979365,
1881,Human,Liver,UBERON_0002107,Normal,Normal cell,Endothelial cell,CL_0000115,"CD105, CD31, CD34","ENG, PECAM1, CD34","2022, 5175, 947","EGLN, PECA1, CD34","P17813, P16284, P28906",Experiment,11407479,
1882,Human,Liver,UBERON_0002107,Normal,Normal cell,Endothelial cell,CL_0000115,CD34,CD34,947,CD34,P28906,Experiment,1705261,
1883,Human,Liver,UBERON_0002107,Normal,Normal cell,Hematopoietic cell,CL_0000988,"CD34, CD45","CD34, PTPRC","947, 5788","CD34, PTPRC","P28906, P08575",Experiment,20693433,
1884,Human,Liver,UBERON_0002107,Normal,Normal cell,Hematopoietic cell,CL_0000988,"CD109, CD45","CD109, PTPRC","135228, 5788","CD109, PTPRC","Q6YHK3, P08575",Experiment,24396288,
1885,Human,Fetal liver,,Normal,Normal cell,Hematopoietic cell,CL_0000988,"CD31, CD34","PECAM1, CD34","5175, 947","PECA1, CD34","P16284, P28906",Experiment,25559936,
1886,Human,Liver,UBERON_0002107,Normal,Normal cell,Hepatocyte,CL_0000182,ALB,ALB,213,FBF1,Q8TES7,Experiment,29990377,
